Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Risk_Score,Risk_Category,Overall_Satisfaction,Income_Per_Company_Year,Engagement_Index,Automated_HR_Action,Target_ONET_Code,Current_Skills,Skill_Gap,Skill_Match_Pct,Recommendation
37,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0,0.33977798,Low Risk,1.6666666666666667,1511.0,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Science, Git, C, Apache Spark, Docker, Go, Critical Thinking, Monitoring, Bash, Active Learning","Reading Comprehension, Mathematics, Active Listening, Writing, Speaking, Learning Strategies, Amazon Web Services AWS software, Ansible software, Apache Hadoop, Apache Kafka, C++, GitHub",45.45,Start: Reading Comprehension
46,No,Travel_Frequently,1211,Sales,5,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8,0.31052554,Low Risk,2.6666666666666665,577.2,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Reading Comprehension, Critical Thinking, Writing, Microsoft Office software, Active Listening","Speaking, Microsoft Excel",71.43,Start: Speaking
35,No,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,63,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1,0.117842816,Low Risk,4.0,1134.5,3.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft PowerPoint, Microsoft Office software, Monitoring, Microsoft Outlook, Critical Thinking, Microsoft Excel","Reading Comprehension, Microsoft Word, SAP software",66.67,Start: Reading Comprehension
48,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,64,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0,0.92678213,High Risk,2.6666666666666665,2690.5,2.3333333333333335,HIGH RISK: HR review; retention conversation; career-path and compensation review.,51-9083.00,"Reading Comprehension, Microsoft Word, Microsoft PowerPoint, Microsoft Excel, Monitoring, Critical Thinking","Microsoft Office software, Microsoft Outlook, SAP software",66.67,Start: Microsoft Office software
28,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,0.9167121,High Risk,3.0,1147.0,2.6666666666666665,HIGH RISK: HR review; retention conversation; career-path and compensation review.,51-9083.00,"Microsoft PowerPoint, Monitoring, SAP software, Critical Thinking, Microsoft Word, Microsoft Excel","Reading Comprehension, Microsoft Office software, Microsoft Outlook",66.67,Start: Reading Comprehension
44,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3,0.13026373,Low Risk,2.0,1090.8,1.6666666666666667,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Speaking, Reading Comprehension, Critical Thinking, Active Listening","Writing, Microsoft Excel, Microsoft Office software",57.14,Start: Writing
35,No,Non-Travel,1097,Research & Development,11,2,Medical,1,70,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3,0.048359886,Low Risk,2.3333333333333335,1976.8,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Speaking, Writing, Microsoft Office software, Facebook, Monitoring, Microsoft Outlook, Apple macOS, Intuit QuickBooks, Critical Thinking, Microsoft Excel, Adobe Acrobat, Google Docs","Active Listening, Reading Comprehension, Adobe Creative Cloud software, Adobe Illustrator, Adobe Photoshop, Kronos Workforce Timekeeper",66.67,Start: Active Listening
26,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,0.38941246,Low Risk,3.3333333333333335,1385.6666666666667,3.0,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Microsoft Excel, Speaking, Reading Comprehension, Microsoft Office software, Active Listening","Critical Thinking, Writing",71.43,Start: Critical Thinking
33,No,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,73,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12,0.10452023,Low Risk,2.6666666666666665,841.125,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Reading Comprehension, Active Listening, Learning Strategies, Monitoring, Microsoft Outlook, Critical Thinking, Writing","Speaking, Active Learning, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft Word",53.85,Start: Speaking
35,No,Travel_Frequently,853,Sales,18,5,Life Sciences,1,74,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8,0.18108551,Low Risk,2.3333333333333335,906.9,1.6666666666666667,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Speaking, Microsoft Office software, Critical Thinking, Microsoft Excel","Active Listening, Reading Comprehension, Writing",57.14,Start: Active Listening
35,No,Travel_Rarely,1142,Research & Development,23,4,Medical,1,75,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2,0.26128456,Low Risk,2.3333333333333335,1338.0,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft PowerPoint, Microsoft Office software, Microsoft Excel, SAP software","Reading Comprehension, Critical Thinking, Monitoring, Microsoft Outlook, Microsoft Word",44.44,Start: Reading Comprehension
31,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,0.06642456,Low Risk,4.0,739.375,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"SAP software, Critical Thinking, Reading Comprehension, Microsoft Office software, Microsoft Excel","Monitoring, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word",55.56,Start: Monitoring
37,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,0.014851463,Low Risk,2.3333333333333335,749.125,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Microsoft Outlook, Monitoring, Active Listening, Microsoft Excel",Critical Thinking,80.0,Start: Critical Thinking
32,No,Travel_Rarely,427,Research & Development,1,3,Medical,1,78,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8,0.1355191,Low Risk,2.3333333333333335,616.2,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Active Listening, Microsoft Excel, Monitoring","Critical Thinking, Microsoft Outlook",60.0,Start: Critical Thinking
38,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9,0.17206879,Low Risk,4.0,218.72727272727272,3.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Reading Comprehension, Monitoring, Microsoft Outlook, Microsoft Office software, Critical Thinking, Microsoft Excel","Microsoft PowerPoint, Microsoft Word, SAP software",66.67,Start: Microsoft PowerPoint
50,No,Travel_Rarely,989,Research & Development,7,2,Medical,1,80,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8,0.093170226,Low Risk,3.0,669.2857142857143,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Reading Comprehension, Learning Strategies, Microsoft Outlook, Critical Thinking, Microsoft Excel, Writing, Active Listening, Monitoring, Microsoft Office software, Microsoft PowerPoint","Speaking, Active Learning, Microsoft Word",76.92,Start: Speaking
59,No,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,81,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9,0.2320533,Low Risk,2.0,347.1363636363636,1.3333333333333333,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Speaking, Writing, Reading Comprehension, Microsoft Office software, Active Listening, Critical Thinking",Microsoft Excel,85.71,Start: Microsoft Excel
36,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8,0.022989174,Low Risk,2.6666666666666665,560.8888888888889,3.0,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Microsoft Excel, Microsoft Outlook, Microsoft Office software, Adobe Acrobat, Kronos Workforce Timekeeper, Adobe Creative Cloud software, Critical Thinking, Adobe Illustrator, Active Listening, Adobe Photoshop, Facebook, Google Docs","Speaking, Reading Comprehension, Writing, Monitoring, Apple macOS, Intuit QuickBooks",66.67,Start: Speaking
55,No,Travel_Rarely,836,Research & Development,8,3,Medical,1,84,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2,0.059663087,Low Risk,3.3333333333333335,2459.3333333333335,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Microsoft Office software, Microsoft Visio, Critical Thinking, Autodesk AutoCAD Civil 3D, Microsoft PowerPoint, Mathematics, Microsoft Word, Active Learning, Learning Strategies, Active Listening, Writing, Microsoft Excel, Microsoft Outlook, Autodesk Revit","Reading Comprehension, Monitoring, Speaking, Autodesk AutoCAD, Microsoft Project, Microsoft Windows, Oracle Primavera Enterprise Project Portfolio Management",66.67,Start: Reading Comprehension
36,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,0.16028967,Low Risk,2.3333333333333335,928.4285714285714,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Active Listening, Microsoft Outlook, Critical Thinking","Monitoring, Microsoft Excel",60.0,Start: Monitoring
45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,0.016716925,Low Risk,2.0,4862.0,2.0,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Active Listening, C++, Active Learning, Monitoring, C, Speaking, Mathematics, Writing, Critical Thinking, Git, Reading Comprehension, Science, Apache Hadoop, Apache Spark, GitHub, Ansible software, Docker, Bash","Learning Strategies, Amazon Web Services AWS software, Apache Kafka, Go",81.82,Start: Learning Strategies
35,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,88,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2,0.15471701,Low Risk,2.3333333333333335,548.5,1.6666666666666667,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Learning Strategies, C, Docker, Reading Comprehension, Amazon Web Services AWS software, Bash, C++, Apache Kafka, Apache Hadoop, GitHub, Apache Spark, Science, Critical Thinking, Writing, Monitoring, Mathematics","Active Learning, Active Listening, Speaking, Ansible software, Git, Go",72.73,Start: Active Learning
36,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0,0.2290556,Low Risk,2.6666666666666665,1694.0,3.0,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Bash, Critical Thinking, Active Learning, Amazon Web Services AWS software, Apache Kafka, Git, Apache Spark, Active Listening, Monitoring, GitHub, C++, Reading Comprehension, Writing, Learning Strategies","Mathematics, Speaking, Science, Ansible software, Apache Hadoop, C, Docker, Go",63.64,Start: Mathematics
59,No,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,91,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3,0.18416831,Low Risk,2.6666666666666665,1094.6,2.0,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Reading Comprehension, Writing, Microsoft Excel, Speaking, Critical Thinking, Active Listening",Microsoft Office software,85.71,Start: Microsoft Office software
29,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4,0.013709851,Low Risk,3.0,450.5,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"C, Ansible software, Bash, Active Listening, Monitoring, Active Learning, Apache Kafka, Go, Science, Learning Strategies","Reading Comprehension, Mathematics, Critical Thinking, Writing, Speaking, Amazon Web Services AWS software, Apache Hadoop, Apache Spark, C++, Docker, Git, GitHub",45.45,Start: Reading Comprehension
31,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,0.29437432,Low Risk,2.3333333333333335,1250.5,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Apache Kafka, Mathematics, Apache Spark, Amazon Web Services AWS software, Monitoring, GitHub, Writing, Active Listening, Bash, C, Learning Strategies, Docker, Git, Critical Thinking, Science, Reading Comprehension, Apache Hadoop","Active Learning, Speaking, Ansible software, C++, Go",77.27,Start: Active Learning
32,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9,0.02407599,Low Risk,2.0,565.4545454545455,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Monitoring, Active Learning, Docker, Reading Comprehension, Ansible software, Active Listening, Git, Critical Thinking, Apache Spark, Speaking, C++, Mathematics, Amazon Web Services AWS software, Writing, Bash","Learning Strategies, Science, Apache Hadoop, Apache Kafka, C, GitHub, Go",68.18,Start: Learning Strategies
36,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0,0.10466782,Low Risk,2.6666666666666665,1519.0,3.0,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft Word, Microsoft Excel, Monitoring, SAP software, Critical Thinking, Microsoft PowerPoint","Reading Comprehension, Microsoft Office software, Microsoft Outlook",66.67,Start: Reading Comprehension
31,No,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,98,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8,0.06004235,Low Risk,3.6666666666666665,368.6666666666667,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Critical Thinking, Microsoft Excel, Active Listening, Monitoring",Microsoft Outlook,80.0,Start: Microsoft Outlook
35,No,Travel_Rarely,776,Sales,1,4,Marketing,1,100,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8,0.05435734,Low Risk,2.0,269.5,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Microsoft Office software, Speaking, Microsoft Excel, Writing","Active Listening, Critical Thinking, Reading Comprehension",57.14,Start: Active Listening
45,No,Travel_Rarely,193,Research & Development,6,4,Other,1,101,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,0.07215711,Low Risk,2.3333333333333335,13245.0,3.0,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Critical Thinking, Microsoft Office software, Active Learning, Reading Comprehension, Writing, Microsoft Outlook, Learning Strategies, Microsoft PowerPoint, Microsoft Word","Active Listening, Speaking, Monitoring, Microsoft Excel",69.23,Start: Active Listening
37,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,0.065833494,Low Risk,1.6666666666666667,2277.3333333333335,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Microsoft PowerPoint, Active Listening, Writing, Reading Comprehension, Microsoft Excel, Critical Thinking, Monitoring, Microsoft Word, Speaking, Learning Strategies","Active Learning, Microsoft Office software, Microsoft Outlook",76.92,Start: Active Learning
46,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,0.21511073,Low Risk,2.6666666666666665,1004.2,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,43-4161.00,"Microsoft Outlook, Microsoft Office software, Reading Comprehension, Microsoft Access, Google Docs, Microsoft Excel, Active Listening, Writing, Critical Thinking","Speaking, Monitoring, Active Learning, Microsoft PowerPoint, Microsoft Word, Applicant tracking software, Oracle HRIS, Microsoft SharePoint, Microsoft Visio, Oracle PeopleSoft",47.37,Start: Speaking
30,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,104,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,0.08998809,Low Risk,3.6666666666666665,466.0,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft Office software, Microsoft Excel, Microsoft Outlook, Critical Thinking","Reading Comprehension, Monitoring, Microsoft PowerPoint, Microsoft Word, SAP software",44.44,Start: Reading Comprehension
35,No,Travel_Rarely,1214,Research & Development,1,3,Medical,1,105,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,0.047417354,Low Risk,2.0,408.42857142857144,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Active Learning, Critical Thinking, C++, C, Git, Reading Comprehension, Ansible software, Science, Go, Mathematics, Apache Spark, Amazon Web Services AWS software, Writing, Apache Hadoop","Active Listening, Speaking, Monitoring, Learning Strategies, Apache Kafka, Bash, Docker, GitHub",63.64,Start: Active Listening
